"gene_symbol"	"organsystem"	"kegg_diseasename"
"NECTIN2"	"Reproductive system diseases"	"Globozoospermia"
"NECTIN3"	"Reproductive system diseases"	"Globozoospermia"
"NEDD4"	"Cancers"	"Breast cancer"
"NEDD4"	"Mental and behavioural disorders"	"Bipolar disorder"
"NEDD4"	"Skin diseases"	"Stevens-Johnson syndrome"
"NEDD4L"	"Cardiovascular diseases"	"High blood pressure"
"NEDD4L"	"Congenital malformations"	"Periventricular nodular heterotopia"
"NEDD4L"	"Congenital malformations"	"Polysyndactyly"
"NEDD4L"	"Congenital malformations"	"Syndactyly"
"NEDD4L"	"Reproductive system diseases"	"Endometriosis"
"NEFL"	"Mental and behavioural disorders"	"Bipolar disorder"
"NEFL"	"Mental and behavioural disorders"	"Major depressive disorder"
"NEFL"	"Mental and behavioural disorders"	"Schizophrenia"
"NEFM"	"Mental and behavioural disorders"	"Bipolar disorder"
"NEFM"	"Reproductive system diseases"	"Endometriosis"
"NEIL1"	"Endocrine and metabolic diseases"	"Hyperlipidemia"
"NEIL3"	"Cancers"	"Hepatocellular carcinoma"
"NEK1"	"Congenital malformations"	"Short rib-polydactyly syndrome"
"NEK2"	"Cancers"	"Hepatocellular carcinoma"
"NEK2"	"Cancers"	"Non-small cell lung cancer"
"NEK2"	"Eye disease"	"Retinitis pigmentosa"
"NEK4"	"Mental and behavioural disorders"	"Bipolar disorder"
"NEK8"	"Congenital malformations"	"Nephronophthisis"
"NEK8"	"Congenital malformations"	"Renal-hepatic-pancreatic dysplasia"
"NELFA"	"Other congenital disorders"	"4p deletion syndrome"
"NELL1"	"Cancers"	"Colorectal cancer"
"NELL1"	"Congenital malformations"	"Craniosynostoses"
"NELL1"	"Congenital malformations"	"Trigonocephaly"
"NELL1"	"Mental and behavioural disorders"	"Major depressive disorder"
"NES"	"Urinary system diseases"	"Nephrotic syndrome"
"NET1"	"Cancers"	"Breast cancer"
"NETO2"	"Cancers"	"Salivary gland cancer"
"NEU1"	"Congenital disorders of metabolism"	"Sialidosis"
"NEURL1"	"Cancers"	"Colorectal cancer"
"NEURL1"	"Cardiovascular diseases"	"Atrial fibrillation"
"NEUROG1"	"Mental and behavioural disorders"	"Schizophrenia"
"NF1"	"Cancers"	"Breast cancer"
"NF1"	"Cancers"	"Colorectal cancer"
"NF1"	"Cancers"	"Fibrosarcoma"
"NF1"	"Cancers"	"Glioma"
"NF1"	"Cancers"	"Melanoma"
"NF1"	"Cancers"	"Schwannoma"
"NF1"	"Cardiovascular diseases"	"Moyamoya disease"
"NF1"	"Congenital malformations"	"Neurofibromatosis-Noonan syndrome"
"NF1"	"Congenital malformations"	"Neurofibromatosis type 1"
"NF1"	"Congenital malformations"	"Noonan syndrome"
"NF1"	"Congenital malformations"	"Watson syndrome"
"NF1"	"Mental and behavioural disorders"	"Autism"
"NF1"	"Nervous system diseases"	"Subependymal giant cell astrocytoma"
"NF2"	"Cancers"	"Breast cancer"
"NF2"	"Cancers"	"Melanoma"
"NF2"	"Cancers"	"Meningioma"
"NF2"	"Cancers"	"Renal cell carcinoma"
"NF2"	"Cancers"	"Schwannoma"
"NF2"	"Congenital malformations"	"Neurofibromatosis type 2"
"NFASC"	"Mental and behavioural disorders"	"Schizophrenia"
"NFATC1"	"Cancers"	"Colorectal cancer"
"NFE2L2"	"Cancers"	"Endometrial cancer"
"NFE2L2"	"Cancers"	"Hepatocellular carcinoma"
"NFE2L2"	"Cancers"	"Non-small cell lung cancer"
"NFE2L2"	"Cancers"	"Prostate cancer"
"NFE2L2"	"Cancers"	"Squamous cell carcinoma"
"NFE2L2"	"Digestive system diseases"	"Nonalcoholic fatty liver disease"
"NFE2L2"	"Digestive system diseases"	"Primary biliary cirrhosis"
"NFE2L2"	"Endocrine and metabolic diseases"	"Diabetic nephropathy"
"NFE2L2"	"Skin diseases"	"Vitiligo"
"NFIC"	"Cancers"	"Prostate cancer"
"NFIL3"	"Nervous system diseases"	"Delayed sleep phase syndrome"
"NFIX"	"Congenital malformations"	"Marshall-Smith syndrome"
"NFIX"	"Mental and behavioural disorders"	"Bipolar disorder"
"NFKB1"	"Digestive system diseases"	"Primary biliary cirrhosis"
"NFKB1"	"Immune system diseases"	"Common variable immunodeficiency"
"NFKB2"	"Immune system diseases"	"Common variable immunodeficiency"
"NFKBIA"	"Cancers"	"Breast cancer"
"NFKBIA"	"Cancers"	"Hepatocellular carcinoma"
"NFKBIA"	"Cancers"	"Hodgkin lymphoma"
"NFKBIA"	"Cancers"	"Nasopharyngeal cancer"
"NFKBIA"	"Cancers"	"Pancreatic cancer"
"NFKBIA"	"Skin diseases"	"Psoriasis"
"NFKBIE"	"Cancers"	"Chronic lymphocytic leukemia"
"NFKBIE"	"Cancers"	"Melanoma"
"NFKBIE"	"Immune system diseases"	"Rheumatoid arthritis"
"NFKBIL1"	"Immune system diseases"	"Rheumatoid arthritis"
"NFU1"	"Congenital disorders of metabolism"	"Multiple mitochondrial dysfunctions syndrome"
"NFYC"	"Cancers"	"Breast cancer"
"NGF"	"Nervous system diseases"	"Congenital insensitivity to pain"
"NGF"	"Nervous system diseases"	"Hereditary sensory and autonomic neuropathy"
"NGF"	"Nervous system diseases"	"Parkinson disease"
"NGF"	"Nervous system diseases"	"Parkinsonian syndrome"
"NGFR"	"Cancers"	"Prostate cancer"
"NGFR"	"Mental and behavioural disorders"	"Schizophrenia"
"NHEJ1"	"Immune system diseases"	"Combined immunodeficiency"
"NHLRC1"	"Congenital disorders of metabolism"	"Glycogen storage disease"
"NHLRC1"	"Nervous system diseases"	"Lafora disease"
"NHP2"	"Other congenital disorders"	"Dyskeratosis congenita"
"NHP2"	"Other congenital disorders"	"Hoyeraal-Hreidarsson syndrome"
"NHS"	"Cancers"	"Breast cancer"
"NHS"	"Congenital malformations"	"Nance-Horan syndrome"
"NID1"	"Cancers"	"Colorectal cancer"
"NID1"	"Congenital malformations"	"Dandy-Walker syndrome"
"NID2"	"Cancers"	"Breast cancer"
"NIP7"	"Cancers"	"Breast cancer"
"NIPAL3"	"Cancers"	"Prostate cancer"
"NIPAL4"	"Congenital malformations"	"Congenital ichthyosis"
"NIPBL"	"Cancers"	"Breast cancer"
"NIPBL"	"Congenital malformations"	"Cornelia de Lange syndrome"
"NISCH"	"Cancers"	"Breast cancer"
"NKAPL"	"Mental and behavioural disorders"	"Schizophrenia"
"NKILA"	"Cancers"	"Hepatocellular carcinoma"
"NKX2-1"	"Cancers"	"Non-small cell lung cancer"
"NKX2-1"	"Congenital malformations"	"Congenital diaphragmatic hernia"
"NKX2-1"	"Congenital malformations"	"Hirschsprung disease"
"NKX2-1"	"Immune system diseases"	"Sydenham chorea"
"NKX2-1"	"Nervous system diseases"	"Benign hereditary chorea"
"NKX2-1"	"Nervous system diseases"	"Huntington disease"
"NKX2-3"	"Immune system diseases"	"Crohn disease"
"NKX2-3"	"Immune system diseases"	"Ulcerative colitis"
"NKX2-5"	"Cardiovascular diseases"	"Atrial fibrillation"
"NKX2-5"	"Cardiovascular diseases"	"Tetralogy of Fallot"
"NKX2-5"	"Cardiovascular diseases"	"Ventricular septal defect"
"NKX2-5"	"Congenital malformations"	"Bicuspid aortic valve"
"NKX2-5"	"Congenital malformations"	"Hypoplastic left heart syndrome"
"NKX2-5"	"Musculoskeletal diseases"	"Myotonic dystrophy"
"NKX2-6"	"Cardiovascular diseases"	"Tetralogy of Fallot"
"NKX3-1"	"Cancers"	"Prostate cancer"
"NKX3-2"	"Congenital malformations"	"Spondylo-megaepiphyseal-metaphyseal dysplasia"
"NLE1"	"Cancers"	"Breast cancer"
"NLGN1"	"Mental and behavioural disorders"	"Autism"
"NLGN1"	"Mental and behavioural disorders"	"Bipolar disorder"
"NLGN1"	"Mental and behavioural disorders"	"Schizophrenia"
"NLGN2"	"Mental and behavioural disorders"	"Schizophrenia"
"NLGN3"	"Mental and behavioural disorders"	"Autism"
"NLGN4X"	"Cancers"	"Colorectal cancer"
"NLGN4X"	"Mental and behavioural disorders"	"Autism"
"NLRC3"	"Cancers"	"Hepatocellular carcinoma"
"NLRC4"	"Immune system diseases"	"Cryopyrin associated periodic syndrome"
"NLRC4"	"Immune system diseases"	"Familial cold autoinflammatory syndrome"
"NLRC5"	"Cancers"	"Breast cancer"
"NLRP12"	"Cancers"	"Renal cell carcinoma"
"NLRP14"	"Cancers"	"Breast cancer"
"NLRP3"	"Immune system diseases"	"Anaphylaxis"
"NLRP3"	"Immune system diseases"	"Crohn disease"
"NLRP3"	"Immune system diseases"	"Cryopyrin associated periodic syndrome"
"NLRP3"	"Immune system diseases"	"Familial cold autoinflammatory syndrome"
"NLRP3"	"Nervous system diseases"	"Multiple sclerosis"
"NLRP3"	"Skin diseases"	"Acne inversa"
"NLRP8"	"Cancers"	"Breast cancer"
"NLRP8"	"Cancers"	"Colorectal cancer"
"NLRP9"	"Cancers"	"Breast cancer"
"NMBR"	"Cancers"	"Breast cancer"
"NME1"	"Cancers"	"Colorectal cancer"
"NME1"	"Cancers"	"Hepatocellular carcinoma"
"NME1"	"Cardiovascular diseases"	"Hypertrophic cardiomyopathy"
"NME2"	"Cancers"	"Colorectal cancer"
"NME2"	"Cancers"	"Ovarian cancer"
"NME8"	"Cancers"	"Breast cancer"
"NMNAT1"	"Eye disease"	"Age-related macular degeneration"
"NMNAT1"	"Eye disease"	"Leber congenital amaurosis"
"NMNAT1"	"Eye disease"	"Optic atrophy"
"NMNAT3"	"Reproductive system diseases"	"Polycystic ovary syndrome"
"NNAT"	"Cancers"	"Neuroblastoma"
"NNAT"	"Cancers"	"Non-small cell lung cancer"
"NNMT"	"Cancers"	"Hepatocellular carcinoma"
"NNMT"	"Mental and behavioural disorders"	"Bipolar disorder"
"NNMT"	"Mental and behavioural disorders"	"Schizophrenia"
"NOA1"	"Cancers"	"Breast cancer"
"NOD2"	"Immune system diseases"	"Crohn disease"
"NOD2"	"Immune system diseases"	"Ulcerative colitis"
"NOD2"	"Mental and behavioural disorders"	"Bipolar disorder"
"NOD2"	"Skin diseases"	"Acne inversa"
"NODAL"	"Cancers"	"Colorectal cancer"
"NODAL"	"Congenital malformations"	"Heterotaxy"
"NODAL"	"Congenital malformations"	"Holoprosencephaly"
"NOG"	"Congenital malformations"	"Multiple synostosis syndrome"
"NOG"	"Congenital malformations"	"Stapes ankylosis with broad thumb and toes"
"NOG"	"Congenital malformations"	"Tarsal-carpal coalition syndrome"
"NOL3"	"Congenital disorders of metabolism"	"Mitochondrial disease"
"NOL8"	"Cancers"	"Prostate cancer"
"NONO"	"Cancers"	"Nephroblastoma"
"NONO"	"Congenital malformations"	"Perlman syndrome"
"NOP10"	"Other congenital disorders"	"Dyskeratosis congenita"
"NOP10"	"Other congenital disorders"	"Hoyeraal-Hreidarsson syndrome"
"NOP53"	"Reproductive system diseases"	"Polycystic ovary syndrome"
"NOP56"	"Cancers"	"Gastric cancer"
"NOP9"	"Cancers"	"Breast cancer"
"NORAD"	"Cancers"	"Breast cancer"
"NOS1"	"Mental and behavioural disorders"	"Schizophrenia"
"NOS1"	"Nervous system diseases"	"Hepatic encephalopathy"
"NOS1"	"Nervous system diseases"	"Parkinson disease"
"NOS1AP"	"Mental and behavioural disorders"	"Schizophrenia"
"NOS2"	"Cancers"	"Breast cancer"
"NOS2"	"Cancers"	"Cholangiocarcinoma"
"NOS2"	"Cancers"	"Esophageal cancer"
"NOS2"	"Cardiovascular diseases"	"High blood pressure"
"NOS2"	"Cardiovascular diseases"	"Myocardial infarction"
"NOS2"	"Congenital disorders of metabolism"	"Mitochondrial disease"
"NOS2"	"Congenital malformations"	"Marfan syndrome"
"NOS2"	"Digestive system diseases"	"Primary biliary cirrhosis"
"NOS2"	"Digestive system diseases"	"Primary sclerosing cholangitis"
"NOS2"	"Immune system diseases"	"Asthma"
"NOS2"	"Mental and behavioural disorders"	"Autism"
"NOS2"	"Skin diseases"	"Psoriasis"
"NOS2"	"Skin diseases"	"Stevens-Johnson syndrome"
"NOS2"	"Urinary system diseases"	"Focal segmental glomerulosclerosis"
"NOS3"	"Cancers"	"Breast cancer"
"NOS3"	"Cancers"	"Esophageal cancer"
"NOS3"	"Cancers"	"Gastric cancer"
"NOS3"	"Cancers"	"Prostate cancer"
"NOS3"	"Cardiovascular diseases"	"Atrial fibrillation"
"NOS3"	"Cardiovascular diseases"	"Coronary artery disease"
"NOS3"	"Cardiovascular diseases"	"High blood pressure"
"NOS3"	"Cardiovascular diseases"	"Myocardial infarction"
"NOS3"	"Congenital malformations"	"Congenital diaphragmatic hernia"
"NOS3"	"Digestive system diseases"	"Primary biliary cirrhosis"
"NOS3"	"Endocrine and metabolic diseases"	"Diabetic nephropathy"
"NOS3"	"Endocrine and metabolic diseases"	"Hyperlipidemia"
"NOS3"	"Mental and behavioural disorders"	"Bipolar disorder"
"NOS3"	"Nervous system diseases"	"Alzheimer disease"
"NOS3"	"Reproductive system diseases"	"Globozoospermia"
"NOTCH1"	"Cancers"	"Bladder cancer"
"NOTCH1"	"Cancers"	"Breast cancer"
"NOTCH1"	"Cancers"	"Cervical cancer"
"NOTCH1"	"Cancers"	"Squamous cell carcinoma"
"NOTCH1"	"Cancers"	"T-cell acute lymphoblastic leukemia"
"NOTCH1"	"Cardiovascular diseases"	"Familial thoracic aortic aneurysm and dissection"
"NOTCH1"	"Congenital malformations"	"Adams-Oliver syndrome"
"NOTCH1"	"Congenital malformations"	"Bicuspid aortic valve"
"NOTCH1"	"Nervous system diseases"	"Subependymal giant cell astrocytoma"
"NOTCH2"	"Cancers"	"Bladder cancer"
"NOTCH2"	"Cancers"	"Breast cancer"
"NOTCH2"	"Cancers"	"Cervical cancer"
"NOTCH2"	"Cancers"	"Gastric cancer"
"NOTCH2"	"Cancers"	"Squamous cell carcinoma"
"NOTCH2"	"Congenital malformations"	"Alagille syndrome"
"NOTCH2"	"Musculoskeletal diseases"	"Hajdu-Cheney syndrome"
"NOTCH2"	"Nervous system diseases"	"Subependymal giant cell astrocytoma"
"NOTCH3"	"Cancers"	"Breast cancer"
"NOTCH3"	"Cancers"	"Hepatocellular carcinoma"
"NOTCH3"	"Cancers"	"Non-small cell lung cancer"
"NOTCH3"	"Cancers"	"Squamous cell carcinoma"
"NOTCH3"	"Congenital malformations"	"Lateral meningocele syndrome"
"NOTCH3"	"Skin diseases"	"Infantile myofibromatosis"
"NOTCH4"	"Cancers"	"Breast cancer"
"NOTCH4"	"Cancers"	"Squamous cell carcinoma"
"NOTCH4"	"Mental and behavioural disorders"	"Bipolar disorder"
"NOTCH4"	"Mental and behavioural disorders"	"Schizophrenia"
"NOX3"	"Cancers"	"Prostate cancer"
"NOX4"	"Cardiovascular diseases"	"High blood pressure"
"NPAP1"	"Cancers"	"Colorectal cancer"
"NPAP1"	"Cancers"	"Melanoma"
"NPAP1"	"Other congenital disorders"	"Prader-Willi syndrome"
"NPAS1"	"Mental and behavioural disorders"	"Schizophrenia"
"NPAS2"	"Mental and behavioural disorders"	"Autism"
"NPAS2"	"Mental and behavioural disorders"	"Bipolar disorder"
"NPAS2"	"Mental and behavioural disorders"	"Schizophrenia"
"NPAS3"	"Mental and behavioural disorders"	"Bipolar disorder"
"NPAS3"	"Mental and behavioural disorders"	"Major depressive disorder"
"NPAS3"	"Mental and behavioural disorders"	"Schizophrenia"
"NPAS4"	"Mental and behavioural disorders"	"Schizophrenia"
"NPB"	"Reproductive system diseases"	"Polycystic ovary syndrome"
"NPBWR1"	"Cancers"	"Breast cancer"
"NPBWR2"	"Cancers"	"Colorectal cancer"
"NPHP1"	"Congenital disorders of metabolism"	"Bardet-Biedl syndrome"
"NPHP1"	"Congenital malformations"	"Nephronophthisis"
"NPHP1"	"Congenital malformations"	"Senior-Loken syndrome"
"NPHP3"	"Congenital malformations"	"Meckel syndrome"
"NPHP3"	"Congenital malformations"	"Nephronophthisis"
"NPHP3"	"Congenital malformations"	"Renal-hepatic-pancreatic dysplasia"
"NPHP3"	"Congenital malformations"	"Senior-Loken syndrome"
"NPHP4"	"Congenital malformations"	"Nephronophthisis"
"NPHP4"	"Congenital malformations"	"Senior-Loken syndrome"
"NPHS1"	"Urinary system diseases"	"Focal segmental glomerulosclerosis"
"NPHS2"	"Urinary system diseases"	"Focal segmental glomerulosclerosis"
"NPHS2"	"Urinary system diseases"	"Nephrotic syndrome"
"NPM1"	"Cancers"	"Gastric cancer"
"NPM1"	"Other congenital disorders"	"Dyskeratosis congenita"
"NPPA"	"Cancers"	"Melanoma"
"NPPA"	"Cancers"	"Prostate cancer"
"NPPA"	"Cardiovascular diseases"	"High blood pressure"
"NPPA"	"Cardiovascular diseases"	"Myocardial infarction"
"NPPA"	"Cardiovascular diseases"	"Patent ductus arteriosus"
"NPPA"	"Congenital malformations"	"Congenital diaphragmatic hernia"
"NPPB"	"Cardiovascular diseases"	"Atrial fibrillation"
"NPPB"	"Cardiovascular diseases"	"Coronary artery disease"
"NPPB"	"Cardiovascular diseases"	"High blood pressure"
"NPR1"	"Cardiovascular diseases"	"High blood pressure"
"NPR3"	"Cancers"	"Prostate cancer"
"NPRL2"	"Mental and behavioural disorders"	"Schizophrenia"
"NPS"	"Mental and behavioural disorders"	"Schizophrenia"
"NPSR1"	"Immune system diseases"	"Asthma"
"NPSR1"	"Mental and behavioural disorders"	"Schizophrenia"
"NPTN"	"Cardiovascular diseases"	"High blood pressure"
"NPTN"	"Mental and behavioural disorders"	"Schizophrenia"
"NPY"	"Immune system diseases"	"Asthma"
"NPY"	"Mental and behavioural disorders"	"Major depressive disorder"
"NPY"	"Mental and behavioural disorders"	"Schizophrenia"
"NPY"	"Nervous system diseases"	"Alzheimer disease"
"NPY1R"	"Mental and behavioural disorders"	"Schizophrenia"
"NQO1"	"Cancers"	"Bladder cancer"
"NQO1"	"Cancers"	"Breast cancer"
"NQO1"	"Cancers"	"Colorectal cancer"
"NQO1"	"Cancers"	"Multiple myeloma"
"NQO1"	"Cancers"	"Non-small cell lung cancer"
"NQO1"	"Cancers"	"Prostate cancer"
"NQO1"	"Digestive system diseases"	"Nonalcoholic fatty liver disease"
"NQO1"	"Immune system diseases"	"Asthma"
"NQO1"	"Nervous system diseases"	"Parkinson disease"
"NQO2"	"Cancers"	"Breast cancer"
"NQO2"	"Mental and behavioural disorders"	"Schizophrenia"
"NR0B1"	"Endocrine and metabolic diseases"	"Hypogonadotropic hypogonadism"
"NR0B2"	"Cancers"	"Hepatocellular carcinoma"
"NR1D1"	"Mental and behavioural disorders"	"Bipolar disorder"
"NR1D2"	"Reproductive system diseases"	"Endometriosis"
"NR1H2"	"Cancers"	"Hepatocellular carcinoma"
"NR1H4"	"Cancers"	"Hepatocellular carcinoma"
"NR1H4"	"Digestive system diseases"	"Intrahepatic cholestasis of pregnancy"
"NR1H4"	"Digestive system diseases"	"Nonalcoholic fatty liver disease"
"NR1H4"	"Immune system diseases"	"Crohn disease"
"NR1I2"	"Cancers"	"Esophageal cancer"
"NR1I2"	"Cancers"	"Osteosarcoma"
"NR1I2"	"Digestive system diseases"	"Barrett esophagus"
"NR2C1"	"Reproductive system diseases"	"Endometriosis"
"NR2C2"	"Reproductive system diseases"	"Endometriosis"
"NR2E1"	"Mental and behavioural disorders"	"Bipolar disorder"
"NR2E1"	"Mental and behavioural disorders"	"Schizophrenia"
"NR2E3"	"Eye disease"	"Enhanced S-cone syndrome"
"NR2E3"	"Eye disease"	"Goldmann-Favre syndrome"
"NR2E3"	"Eye disease"	"Retinitis pigmentosa"
"NR2F1"	"Cancers"	"Breast cancer"
"NR2F2"	"Congenital malformations"	"Congenital diaphragmatic hernia"
"NR2F2"	"Reproductive system diseases"	"Endometriosis"
"NR2F6"	"Cancers"	"Breast cancer"
"NR2F6"	"Reproductive system diseases"	"Endometriosis"
"NR3C1"	"Cancers"	"Prostate cancer"
"NR3C1"	"Cardiovascular diseases"	"Atrial fibrillation"
"NR3C1"	"Cardiovascular diseases"	"High blood pressure"
"NR3C1"	"Mental and behavioural disorders"	"Bipolar disorder"
"NR3C1"	"Mental and behavioural disorders"	"Major depressive disorder"
"NR3C1"	"Mental and behavioural disorders"	"Schizophrenia"
"NR3C1"	"Reproductive system diseases"	"Endometriosis"
"NR3C2"	"Cancers"	"Colorectal cancer"
"NR3C2"	"Cardiovascular diseases"	"Myocardial infarction"
"NR3C2"	"Mental and behavioural disorders"	"Major depressive disorder"
"NR3C2"	"Reproductive system diseases"	"Endometriosis"
"NR4A1"	"Cancers"	"Pancreatic cancer"
"NR4A1"	"Mental and behavioural disorders"	"Major depressive disorder"
"NR4A1"	"Reproductive system diseases"	"Endometriosis"
"NR4A2"	"Cancers"	"Colorectal cancer"
"NR4A2"	"Immune system diseases"	"Juvenile idiopathic arthritis"
"NR4A2"	"Mental and behavioural disorders"	"Autism"
"NR4A2"	"Mental and behavioural disorders"	"Bipolar disorder"
"NR4A2"	"Mental and behavioural disorders"	"Major depressive disorder"
"NR4A2"	"Mental and behavioural disorders"	"Schizophrenia"
"NR4A3"	"Cancers"	"Extraskeletal myxoid chondrosarcoma"
"NR4A3"	"Immune system diseases"	"Juvenile idiopathic arthritis"
"NR4A3"	"Immune system diseases"	"Rheumatoid arthritis"
"NR5A1"	"Cancers"	"Ovarian cancer"
"NR5A1"	"Reproductive system diseases"	"Endometriosis"
"NR5A2"	"Cancers"	"Pancreatic cancer"
"NR5A2"	"Digestive system diseases"	"Nonalcoholic fatty liver disease"
"NRAS"	"Cancers"	"Colorectal cancer"
"NRAS"	"Cancers"	"Melanoma"
"NRAS"	"Cancers"	"Multiple myeloma"
"NRAS"	"Cancers"	"Neuroblastoma"
"NRAS"	"Cancers"	"Non-small cell lung cancer"
"NRAS"	"Cancers"	"Thyroid cancer"
"NRAS"	"Congenital malformations"	"Cardiofaciocutaneous syndrome"
"NRAS"	"Congenital malformations"	"Costello syndrome"
"NRAS"	"Congenital malformations"	"Hemimegalencephaly"
"NRAS"	"Congenital malformations"	"Leopard syndrome"
"NRAS"	"Congenital malformations"	"Noonan-like syndrome with loose anagen hair"
"NRAS"	"Congenital malformations"	"Noonan syndrome"
"NRAS"	"Immune system diseases"	"Autoimmune lymphoproliferative syndromes"
"NRCAM"	"Cancers"	"Breast cancer"
"NRCAM"	"Cancers"	"Colorectal cancer"
"NRCAM"	"Mental and behavioural disorders"	"Autism"
"NRG1"	"Cancers"	"Breast cancer"
"NRG1"	"Congenital malformations"	"Hirschsprung disease"
"NRG1"	"Immune system diseases"	"Juvenile idiopathic arthritis"
"NRG1"	"Mental and behavioural disorders"	"Bipolar disorder"
"NRG1"	"Mental and behavioural disorders"	"Schizophrenia"
"NRG1"	"Reproductive system diseases"	"Polycystic ovary syndrome"
"NRG3"	"Mental and behavioural disorders"	"Bipolar disorder"
"NRG3"	"Mental and behavioural disorders"	"Schizophrenia"
"NRGN"	"Mental and behavioural disorders"	"Bipolar disorder"
"NRGN"	"Mental and behavioural disorders"	"Schizophrenia"
"NRIP1"	"Cancers"	"Breast cancer"
"NRIP1"	"Cancers"	"Endometrial cancer"
"NRIP1"	"Cardiovascular diseases"	"Myocardial infarction"
"NRIP1"	"Mental and behavioural disorders"	"Schizophrenia"
"NRK"	"Congenital malformations"	"Sotos syndrome"
"NRL"	"Eye disease"	"Retinitis pigmentosa"
"NRN1"	"Mental and behavioural disorders"	"Schizophrenia"
"NRP1"	"Cancers"	"Pancreatic cancer"
"NRP1"	"Cancers"	"Prostate cancer"
"NRP1"	"Reproductive system diseases"	"Endometriosis"
"NRP2"	"Mental and behavioural disorders"	"Autism"
"NRSN1"	"Cancers"	"Bladder cancer"
"NRSN1"	"Cancers"	"Hodgkin lymphoma"
"NRSN1"	"Congenital malformations"	"Hirschsprung disease"
"NRSN1"	"Nervous system diseases"	"Huntington disease"
"NRXN1"	"Congenital malformations"	"Pitt-Hopkins syndrome"
"NRXN1"	"Mental and behavioural disorders"	"Autism"
