"gene_symbol"	"organsystem"	"kegg_diseasename"
"HLF"	"Cancers"	"B-cell acute lymphoblastic leukemia"
"HLF"	"Cancers"	"Burkitt lymphoma"
"HLF"	"Mental and behavioural disorders"	"Major depressive disorder"
"HMBS"	"Cancers"	"Hepatocellular carcinoma"
"HMBS"	"Cardiovascular diseases"	"High blood pressure"
"HMBS"	"Endocrine and metabolic diseases"	"Hyperlipidemia"
"HMBS"	"Nervous system diseases"	"Insomnia"
"HMCN1"	"Eye disease"	"Age-related macular degeneration"
"HMCN1"	"Eye disease"	"Macular dystrophy"
"HMGA1"	"Cancers"	"Leiomyosarcoma"
"HMGA1"	"Endocrine and metabolic diseases"	"Type 2 diabetes mellitus"
"HMGA1"	"Mental and behavioural disorders"	"Schizophrenia"
"HMGA2"	"Congenital malformations"	"Chiari malformation"
"HMGA2"	"Congenital malformations"	"Russell-Silver syndrome"
"HMGA2"	"Congenital malformations"	"Syringomyelia"
"HMGA2"	"Reproductive system diseases"	"Uterine leiomyoma"
"HMGB1"	"Cardiovascular diseases"	"Myocardial infarction"
"HMGB1"	"Nervous system diseases"	"Neuropathic pain"
"HMGB2"	"Cancers"	"Hepatocellular carcinoma"
"HMGB2"	"Cancers"	"Prostate cancer"
"HMGB3"	"Cancers"	"Bladder cancer"
"HMGB3"	"Congenital malformations"	"Microphthalmia"
"HMGB3"	"Congenital malformations"	"Nanophthalmos"
"HMGB3"	"Congenital malformations"	"Ocular coloboma"
"HMGCL"	"Cardiovascular diseases"	"Dilated cardiomyopathy"
"HMGCL"	"Congenital disorders of metabolism"	"3-Hydroxy-3-methylglutaryl-CoA lyase deficiency"
"HMGCL"	"Digestive system diseases"	"Acute pancreatitis"
"HMGCR"	"Cancers"	"Hepatocellular carcinoma"
"HMGCR"	"Congenital disorders of metabolism"	"Hyperlipoproteinemia type IIa"
"HMGCR"	"Immune system diseases"	"Mevalonate kinase deficiency"
"HMGCS2"	"Cancers"	"Oral cancer"
"HMGN5"	"Cancers"	"Bladder cancer"
"HMGN5"	"Cancers"	"Glioma"
"HMGN5"	"Cancers"	"Prostate cancer"
"HMGXB4"	"Mental and behavioural disorders"	"Bipolar disorder"
"HMMR"	"Cancers"	"Breast cancer"
"HMMR"	"Cancers"	"Hepatocellular carcinoma"
"HMMR"	"Reproductive system diseases"	"Polycystic ovary syndrome"
"HMOX1"	"Cancers"	"Breast cancer"
"HMOX1"	"Cancers"	"Gastric cancer"
"HMOX1"	"Cancers"	"Prostate cancer"
"HMOX1"	"Cardiovascular diseases"	"Coronary artery disease"
"HMOX1"	"Cardiovascular diseases"	"High blood pressure"
"HMOX1"	"Congenital disorders of metabolism"	"Adrenoleukodystrophy"
"HMOX1"	"Immune system diseases"	"Asthma"
"HMOX1"	"Mental and behavioural disorders"	"Schizophrenia"
"HMOX1"	"Nervous system diseases"	"Alzheimer disease"
"HMOX1"	"Nervous system diseases"	"Parkinson disease"
"HMX1"	"Congenital malformations"	"Anterior segment dysgenesis"
"HMX1"	"Congenital malformations"	"Microphthalmia"
"HMX1"	"Congenital malformations"	"Nanophthalmos"
"HMX1"	"Congenital malformations"	"Ocular coloboma"
"HMX1"	"Eye disease"	"Cataract"
"HNF1A"	"Cancers"	"Hepatocellular carcinoma"
"HNF1A"	"Cancers"	"Renal cell carcinoma"
"HNF1A"	"Endocrine and metabolic diseases"	"Diabetic nephropathy"
"HNF1A"	"Endocrine and metabolic diseases"	"Transient neonatal diabetes mellitus"
"HNF1A"	"Endocrine and metabolic diseases"	"Type 1 diabetes mellitus"
"HNF1A"	"Endocrine and metabolic diseases"	"Type 2 diabetes mellitus"
"HNF1A"	"Reproductive system diseases"	"Polycystic ovary syndrome"
"HNF1B"	"Cancers"	"Prostate cancer"
"HNF1B"	"Cancers"	"Renal cell carcinoma"
"HNF1B"	"Congenital disorders of metabolism"	"Fanconi renotubular syndrome"
"HNF1B"	"Congenital malformations"	"Potter syndrome"
"HNF1B"	"Endocrine and metabolic diseases"	"Type 2 diabetes mellitus"
"HNF1B"	"Mental and behavioural disorders"	"Autism"
"HNF1B"	"Musculoskeletal diseases"	"Gout"
"HNF1B"	"Reproductive system diseases"	"Cryptorchidism"
"HNF1B"	"Reproductive system diseases"	"Hypospadias"
"HNF4A"	"Cancers"	"Renal cell carcinoma"
"HNF4A"	"Congenital disorders of metabolism"	"Fanconi renotubular syndrome"
"HNF4A"	"Congenital disorders of metabolism"	"Hypophosphatemic rickets"
"HNF4A"	"Congenital malformations"	"Potter syndrome"
"HNF4A"	"Endocrine and metabolic diseases"	"Transient neonatal diabetes mellitus"
"HNF4A"	"Endocrine and metabolic diseases"	"Type 2 diabetes mellitus"
"HNF4A"	"Immune system diseases"	"Ulcerative colitis"
"HNF4A"	"Reproductive system diseases"	"Hypospadias"
"HNMT"	"Congenital malformations"	"Polymicrogyria"
"HNMT"	"Immune system diseases"	"Asthma"
"HNRNPA1"	"Eye disease"	"Cataract"
"HNRNPA1"	"Musculoskeletal diseases"	"Limb-girdle muscular dystrophy"
"HNRNPA2B1"	"Cancers"	"Adult T-cell leukemia"
"HNRNPA2B1"	"Eye disease"	"Cataract"
"HNRNPA3"	"Mental and behavioural disorders"	"Schizophrenia"
"HNRNPA3P1"	"Mental and behavioural disorders"	"Schizophrenia"
"HNRNPDL"	"Eye disease"	"Cataract"
"HNRNPDL"	"Musculoskeletal diseases"	"Limb-girdle muscular dystrophy"
"HNRNPH1"	"Cancers"	"Prostate cancer"
"HNRNPH1"	"Cancers"	"T-cell acute lymphoblastic leukemia"
"HNRNPH2"	"Digestive system diseases"	"Gastroesophageal reflux disease"
"HNRNPK"	"Cancers"	"Breast cancer"
"HNRNPK"	"Congenital malformations"	"Au-Kline syndrome"
"HNRNPK"	"Congenital malformations"	"Craniosynostoses"
"HNRNPK"	"Congenital malformations"	"Postaxial polydactyly"
"HNRNPK"	"Reproductive system diseases"	"Cryptorchidism"
"HNRNPL"	"Cancers"	"Breast cancer"
"HNRNPL"	"Cancers"	"Gastric cancer"
"HNRNPR"	"Cancers"	"Breast cancer"
"HNRNPU"	"Urinary system diseases"	"Vesicoureteral reflux"
"HOGA1"	"Congenital disorders of metabolism"	"Primary hyperoxaluria"
"HOGA1"	"Urinary system diseases"	"Calcium oxalate nephrolithiasis"
"HOMER1"	"Mental and behavioural disorders"	"Major depressive disorder"
"HOMER1"	"Mental and behavioural disorders"	"Schizophrenia"
"HOMER2"	"Mental and behavioural disorders"	"Schizophrenia"
"HOMER3"	"Cancers"	"Salivary gland cancer"
"HOOK1"	"Cancers"	"Breast cancer"
"HOOK3"	"Cancers"	"Breast cancer"
"HOOK3"	"Reproductive system diseases"	"Polycystic ovary syndrome"
"HOTAIR"	"Cancers"	"Cervical cancer"
"HOTAIR"	"Cancers"	"Gastric cancer"
"HOTAIR"	"Cancers"	"Hepatocellular carcinoma"
"HOXA1"	"Congenital malformations"	"Athabascan brainstem dysgenesis syndrome"
"HOXA1"	"Mental and behavioural disorders"	"Autism"
"HOXA10"	"Cancers"	"Endometrial cancer"
"HOXA10"	"Cancers"	"Hepatocellular carcinoma"
"HOXA11"	"Cancers"	"Endometrial cancer"
"HOXA11"	"Cardiovascular diseases"	"Aplastic anemia"
"HOXA11"	"Congenital malformations"	"Radioulnar synostosis with amegakaryocytic thrombocytopenia"
"HOXA11"	"Congenital malformations"	"Syndactyly"
"HOXA13"	"Cancers"	"Hepatocellular carcinoma"
"HOXA13"	"Cardiovascular diseases"	"Ventricular septal defect"
"HOXA13"	"Congenital malformations"	"Brachydactyly"
"HOXA13"	"Congenital malformations"	"Hand-foot-genital syndrome"
"HOXA13"	"Reproductive system diseases"	"Hypospadias"
"HOXA13"	"Urinary system diseases"	"Vesicoureteral reflux"
"HOXA2"	"Cancers"	"Gastric cancer"
"HOXA2"	"Congenital malformations"	"Holoprosencephaly"
"HOXA3"	"Cancers"	"Breast cancer"
"HOXA4"	"Cancers"	"Breast cancer"
"HOXA5"	"Cancers"	"Oral cancer"
"HOXA5"	"Congenital malformations"	"Congenital diaphragmatic hernia"
"HOXA9"	"Cancers"	"Bladder cancer"
"HOXA9"	"Cancers"	"Melanoma"
"HOXB13"	"Cancers"	"Breast cancer"
"HOXB13"	"Cancers"	"Melanoma"
"HOXB13"	"Cancers"	"Prostate cancer"
"HOXB3"	"Congenital malformations"	"Congenital diaphragmatic hernia"
"HOXB8"	"Mental and behavioural disorders"	"Obsessive-compulsive disorder"
"HOXB8"	"Mental and behavioural disorders"	"Trichotillomania"
"HOXB9"	"Cancers"	"Breast cancer"
"HOXB9"	"Cancers"	"Ovarian cancer"
"HOXB9"	"Cancers"	"Prostate cancer"
"HOXC9"	"Cancers"	"Colorectal cancer"
"HOXD1"	"Cancers"	"Colorectal cancer"
"HOXD1"	"Cancers"	"Ovarian cancer"
"HOXD10"	"Cancers"	"Oral cancer"
"HOXD10"	"Congenital malformations"	"Congenital vertical talus"
"HOXD10"	"Immune system diseases"	"Rheumatoid arthritis"
"HOXD10"	"Nervous system diseases"	"Charcot-Marie-Tooth disease"
"HOXD10"	"Nervous system diseases"	"Roussy-Levy syndrome"
"HOXD10"	"Nervous system diseases"	"Roussy-Levy syndrome"
"HOXD11"	"Cancers"	"Breast cancer"
"HOXD11"	"Cancers"	"Oral cancer"
"HOXD11"	"Cancers"	"Ovarian cancer"
"HOXD11"	"Immune system diseases"	"Rheumatoid arthritis"
"HOXD11"	"Mental and behavioural disorders"	"Autism"
"HOXD12"	"Cancers"	"Melanoma"
"HOXD13"	"Congenital malformations"	"Anencephaly"
"HOXD13"	"Congenital malformations"	"Brachydactyly"
"HOXD13"	"Congenital malformations"	"Brachydactyly-syndactyly syndrome"
"HOXD13"	"Congenital malformations"	"Congenital diaphragmatic hernia"
"HOXD13"	"Congenital malformations"	"Polysyndactyly"
"HOXD13"	"Congenital malformations"	"Potter syndrome"
"HOXD13"	"Congenital malformations"	"Syndactyly"
"HOXD13"	"Immune system diseases"	"Rheumatoid arthritis"
"HOXD13"	"Reproductive system diseases"	"Cryptorchidism"
"HOXD13"	"Reproductive system diseases"	"Hypospadias"
"HOXD3"	"Cancers"	"Prostate cancer"
"HOXD9"	"Cancers"	"Colorectal cancer"
"HOXD9"	"Cancers"	"Hepatocellular carcinoma"
"HOXD9"	"Cancers"	"Ovarian cancer"
"HP"	"Cancers"	"Breast cancer"
"HP"	"Cardiovascular diseases"	"High blood pressure"
"HP"	"Cardiovascular diseases"	"Myocardial infarction"
"HP"	"Congenital disorders of metabolism"	"Hemochromatosis"
"HP"	"Mental and behavioural disorders"	"Major depressive disorder"
"HP"	"Mental and behavioural disorders"	"Schizophrenia"
"HPD"	"Congenital disorders of metabolism"	"Tyrosinemia"
"HPE1"	"Congenital malformations"	"Holoprosencephaly"
"HPGD"	"Cancers"	"Prostate cancer"
"HPGD"	"Cancers"	"Thyroid cancer"
"HPGD"	"Cardiovascular diseases"	"Patent ductus arteriosus"
"HPGD"	"Congenital malformations"	"Currarino syndrome"
"HPGD"	"Digestive system diseases"	"Peptic ulcer"
"HPGD"	"Musculoskeletal diseases"	"Osteoporosis"
"HPGD"	"Skin diseases"	"Palmoplantar keratoderma"
"HPGD"	"Skin diseases"	"Seborrheic dermatitis"
"HPGDS"	"Mental and behavioural disorders"	"Bipolar disorder"
"HPGDS"	"Mental and behavioural disorders"	"Schizophrenia"
"HPN"	"Cancers"	"Prostate cancer"
"HPRT1"	"Congenital disorders of metabolism"	"Lesch-Nyhan syndrome"
"HPRT1"	"Musculoskeletal diseases"	"Gout"
"HPS1"	"Congenital disorders of metabolism"	"Hermansky-Pudlak syndrome"
"HPS1"	"Congenital disorders of metabolism"	"Ocular albinism"
"HPS3"	"Cancers"	"Colorectal cancer"
"HPS3"	"Congenital disorders of metabolism"	"Hermansky-Pudlak syndrome"
"HPS4"	"Congenital disorders of metabolism"	"Hermansky-Pudlak syndrome"
"HPS4"	"Congenital disorders of metabolism"	"Ocular albinism"
"HPS4"	"Eye disease"	"Foveal hypoplasia"
"HPS4"	"Mental and behavioural disorders"	"Schizophrenia"
"HPS5"	"Congenital disorders of metabolism"	"Hermansky-Pudlak syndrome"
"HPS5"	"Congenital disorders of metabolism"	"Ocular albinism"
"HPS5"	"Eye disease"	"Foveal hypoplasia"
"HPS6"	"Congenital disorders of metabolism"	"Hermansky-Pudlak syndrome"
"HPS6"	"Congenital disorders of metabolism"	"Ocular albinism"
"HPSE"	"Cancers"	"Breast cancer"
"HPSE"	"Cancers"	"Hepatocellular carcinoma"
"HPSE"	"Cancers"	"Melanoma"
"HPSE"	"Immune system diseases"	"IgA nephropathy"
"HPSE"	"Mental and behavioural disorders"	"Major depressive disorder"
"HPSE"	"Urinary system diseases"	"Nephrotic syndrome"
"HPSE2"	"Cardiovascular diseases"	"High blood pressure"
"HPSE2"	"Reproductive system diseases"	"Cryptorchidism"
"HPSE2"	"Urinary system diseases"	"Urofacial syndrome"
"HPSE2"	"Urinary system diseases"	"Vesicoureteral reflux"
"HR"	"Cancers"	"Colorectal cancer"
"HR"	"Skin diseases"	"Alopecia universalis"
"HR"	"Skin diseases"	"Atrichia with papular lesions"
"HRAS"	"Cancers"	"Angiosarcoma"
"HRAS"	"Cancers"	"Basal cell carcinoma"
"HRAS"	"Cancers"	"Bladder cancer"
"HRAS"	"Cancers"	"Breast cancer"
"HRAS"	"Cancers"	"Cervical cancer"
"HRAS"	"Cancers"	"Gastric cancer"
"HRAS"	"Cancers"	"Glioma"
"HRAS"	"Cancers"	"Hepatocellular carcinoma"
"HRAS"	"Cancers"	"Melanoma"
"HRAS"	"Cancers"	"Neuroblastoma"
"HRAS"	"Cancers"	"Oral cancer"
"HRAS"	"Cancers"	"Penile cancer"
"HRAS"	"Cancers"	"Prostate cancer"
"HRAS"	"Cancers"	"Rhabdomyosarcoma"
"HRAS"	"Cancers"	"Squamous cell carcinoma"
"HRAS"	"Cancers"	"Thyroid cancer"
"HRAS"	"Cardiovascular diseases"	"Atrial septal defect"
"HRAS"	"Cardiovascular diseases"	"Hypertrophic cardiomyopathy"
"HRAS"	"Cardiovascular diseases"	"Mitral valve prolapse"
"HRAS"	"Cardiovascular diseases"	"Ventricular septal defect"
"HRAS"	"Congenital disorders of metabolism"	"Hypophosphatemic rickets"
"HRAS"	"Congenital malformations"	"Cardiofaciocutaneous syndrome"
"HRAS"	"Congenital malformations"	"Congenital clubfoot"
"HRAS"	"Congenital malformations"	"Congenital ichthyosis"
"HRAS"	"Congenital malformations"	"Costello syndrome"
"HRAS"	"Congenital malformations"	"Dandy-Walker syndrome"
"HRAS"	"Congenital malformations"	"Hemimegalencephaly"
"HRAS"	"Congenital malformations"	"Leopard syndrome"
"HRAS"	"Congenital malformations"	"Microphthalmia"
"HRAS"	"Congenital malformations"	"Nanophthalmos"
"HRAS"	"Congenital malformations"	"Noonan-like syndrome with loose anagen hair"
"HRAS"	"Congenital malformations"	"Noonan syndrome"
"HRAS"	"Congenital malformations"	"Ocular coloboma"
"HRAS"	"Congenital malformations"	"Porencephaly"
"HRAS"	"Congenital malformations"	"Woolly hair"
"HRAS"	"Digestive system diseases"	"Gastroesophageal reflux disease"
"HRAS"	"Endocrine and metabolic diseases"	"Precocious puberty"
"HRAS"	"Eye disease"	"Keratoconus"
"HRAS"	"Mental and behavioural disorders"	"Autism"
"HRAS"	"Reproductive system diseases"	"Cryptorchidism"
"HRAS"	"Respiratory diseases"	"Pneumothorax"
"HRG"	"Cancers"	"Breast cancer"
"HRH1"	"Cancers"	"Colorectal cancer"
"HRH1"	"Immune system diseases"	"Allergic rhinitis"
"HRH1"	"Mental and behavioural disorders"	"Schizophrenia"
"HRH3"	"Cardiovascular diseases"	"High blood pressure"
"HRH4"	"Cancers"	"Gastric cancer"
"HS3ST3B1"	"Reproductive system diseases"	"Endometriosis"
"HS3ST5"	"Cancers"	"Melanoma"
"HS6ST1"	"Congenital malformations"	"Congenital ichthyosis"
"HS6ST1"	"Congenital malformations"	"Potter syndrome"
"HS6ST1"	"Endocrine and metabolic diseases"	"Hypogonadotropic hypogonadism"
"HS6ST1"	"Endocrine and metabolic diseases"	"Male hypogonadism"
"HS6ST1"	"Musculoskeletal diseases"	"Osteoporosis"
"HS6ST1"	"Reproductive system diseases"	"Cryptorchidism"
"HSD11B1"	"Cancers"	"Breast cancer"
"HSD11B1"	"Cardiovascular diseases"	"High blood pressure"
"HSD11B1"	"Endocrine and metabolic diseases"	"Cortisone reductase deficiency"
"HSD11B1"	"Immune system diseases"	"Rheumatoid arthritis"
"HSD11B2"	"Cardiovascular diseases"	"High blood pressure"
"HSD11B2"	"Cardiovascular diseases"	"Myocardial infarction"
"HSD11B2"	"Immune system diseases"	"Asthma"
"HSD11B2"	"Urinary system diseases"	"Nephrotic syndrome"
"HSD17B1"	"Cancers"	"Prostate cancer"
"HSD17B1"	"Reproductive system diseases"	"Endometriosis"
"HSD17B10"	"Cardiovascular diseases"	"Hypertrophic cardiomyopathy"
"HSD17B10"	"Eye disease"	"Optic atrophy"
"HSD17B2"	"Cancers"	"Endometrial cancer"
"HSD17B2"	"Reproductive system diseases"	"Endometriosis"
"HSD17B3"	"Cancers"	"Prostate cancer"
"HSD17B3"	"Endocrine and metabolic diseases"	"Hypogonadotropic hypogonadism"
"HSD17B3"	"Reproductive system diseases"	"Cryptorchidism"
"HSD17B4"	"Congenital disorders of metabolism"	"Zellweger syndrome"
"HSD17B4"	"Congenital malformations"	"Congenital clubfoot"
"HSD17B4"	"Congenital malformations"	"Perrault syndrome"
"HSD17B4"	"Congenital malformations"	"Polymicrogyria"
"HSD17B4"	"Endocrine and metabolic diseases"	"Addison disease"
"HSD17B4"	"Musculoskeletal diseases"	"Osteoporosis"
"HSD17B4"	"Nervous system diseases"	"West syndrome"
"HSD17B8"	"Cancers"	"Breast cancer"
"HSD3B1"	"Cancers"	"Prostate cancer"
"HSD3B1"	"Reproductive system diseases"	"Polycystic ovary syndrome"
"HSD3B2"	"Cancers"	"Hepatocellular carcinoma"
"HSD3B2"	"Cancers"	"Prostate cancer"
"HSD3B2"	"Endocrine and metabolic diseases"	"Congenital adrenal hyperplasia"
"HSD3B2"	"Musculoskeletal diseases"	"Osteoporosis"
"HSD3B2"	"Reproductive system diseases"	"Cryptorchidism"
"HSD3B2"	"Reproductive system diseases"	"Hypospadias"
"HSD3B2"	"Reproductive system diseases"	"Polycystic ovary syndrome"
"HSD3B7"	"Congenital disorders of metabolism"	"Hyperbilirubinemia"
"HSD3B7"	"Musculoskeletal diseases"	"Osteoporosis"
"HSF2"	"Cardiovascular diseases"	"Atrial fibrillation"
"HSF4"	"Eye disease"	"Cataract"
"HSFY1"	"Reproductive system diseases"	"Azoospermia"
"HSP90AA1"	"Cancers"	"Anaplastic large-cell lymphoma"
"HSP90AA1"	"Cancers"	"Breast cancer"
"HSP90AA1"	"Mental and behavioural disorders"	"Major depressive disorder"
"HSP90AB1"	"Cancers"	"Prostate cancer"
"HSP90B1"	"Cancers"	"Prostate cancer"
"HSP90B1"	"Mental and behavioural disorders"	"Bipolar disorder"
"HSPA12A"	"Mental and behavioural disorders"	"Schizophrenia"
"HSPA14"	"Cancers"	"Breast cancer"
"HSPA1A"	"Cancers"	"Melanoma"
"HSPA1A"	"Cancers"	"Prostate cancer"
"HSPA1A"	"Mental and behavioural disorders"	"Major depressive disorder"
"HSPA1A"	"Mental and behavioural disorders"	"Schizophrenia"
"HSPA1A"	"Nervous system diseases"	"Parkinson disease"
"HSPA1B"	"Cancers"	"Breast cancer"
"HSPA1B"	"Mental and behavioural disorders"	"Major depressive disorder"
"HSPA1B"	"Mental and behavioural disorders"	"Schizophrenia"
"HSPA1L"	"Mental and behavioural disorders"	"Major depressive disorder"
"HSPA1L"	"Mental and behavioural disorders"	"Schizophrenia"
"HSPA4"	"Mental and behavioural disorders"	"Bipolar disorder"
"HSPA5"	"Cancers"	"Hepatocellular carcinoma"
"HSPA5"	"Cardiovascular diseases"	"Myocardial infarction"
"HSPA5"	"Mental and behavioural disorders"	"Bipolar disorder"
"HSPA6"	"Immune system diseases"	"Juvenile idiopathic arthritis"
"HSPA8"	"Cancers"	"Gastric cancer"
"HSPA8"	"Cancers"	"Oral cancer"
"HSPA8"	"Cancers"	"Squamous cell carcinoma"
"HSPA9"	"Cancers"	"Hepatocellular carcinoma"
"HSPA9"	"Cancers"	"Renal cell carcinoma"
"HSPA9"	"Cardiovascular diseases"	"Atrial septal defect"
"HSPA9"	"Cardiovascular diseases"	"Sideroblastic anemia"
"HSPA9"	"Congenital malformations"	"Aplasia cutis congenita"
"HSPA9"	"Immune system diseases"	"Atopic dermatitis"
"HSPA9"	"Mental and behavioural disorders"	"Schizophrenia"
"HSPA9"	"Nervous system diseases"	"Parkinson disease"
"HSPA9"	"Urinary system diseases"	"Vesicoureteral reflux"
"HSPB1"	"Cancers"	"Gastric cancer"
"HSPB1"	"Cancers"	"Hepatocellular carcinoma"
"HSPB1"	"Cancers"	"Multiple myeloma"
"HSPB1"	"Cancers"	"Oral cancer"
"HSPB1"	"Cancers"	"Renal cell carcinoma"
"HSPB1"	"Cancers"	"Squamous cell carcinoma"
"HSPB1"	"Cardiovascular diseases"	"Hypertrophic cardiomyopathy"
"HSPB1"	"Congenital malformations"	"Congenital clubfoot"
"HSPB8"	"Musculoskeletal diseases"	"Distal myopathy"
"HSPD1"	"Cancers"	"Gastric cancer"
"HSPD1"	"Cancers"	"Renal cell carcinoma"
"HSPD1"	"Cardiovascular diseases"	"Hypertrophic cardiomyopathy"
"HSPG2"	"Cardiovascular diseases"	"Atrial fibrillation"
"HSPG2"	"Cardiovascular diseases"	"Atrial septal defect"
"HSPG2"	"Cardiovascular diseases"	"Pulmonary arterial hypertension"
"HSPG2"	"Congenital malformations"	"Congenital clubfoot"
"HSPG2"	"Congenital malformations"	"Dyssegmental dysplasia"
"HSPG2"	"Congenital malformations"	"Ectopia lentis"
"HSPG2"	"Congenital malformations"	"Multiple epiphyseal dysplasia"
"HSPG2"	"Congenital malformations"	"Spondyloepiphyseal dysplasia congenita"
"HSPG2"	"Congenital malformations"	"Spondyloepiphyseal dysplasia tarda"
"HSPG2"	"Eye disease"	"Cataract"
"HSPG2"	"Eye disease"	"Myopia"
"HSPG2"	"Musculoskeletal diseases"	"Hyperostosis corticalis generalisata"
"HSPG2"	"Musculoskeletal diseases"	"Osteoporosis"
"HSPG2"	"Musculoskeletal diseases"	"Schwartz-Jampel syndrome"
"HSPG2"	"Reproductive system diseases"	"Cryptorchidism"
"HTATIP2"	"Cancers"	"Hepatocellular carcinoma"
"HTN1"	"Mental and behavioural disorders"	"Autism"
"HTR1A"	"Cancers"	"Gastric cancer"
"HTR1A"	"Mental and behavioural disorders"	"Bipolar disorder"
"HTR1A"	"Mental and behavioural disorders"	"Major depressive disorder"
"HTR1A"	"Mental and behavioural disorders"	"Schizophrenia"
"HTR1B"	"Mental and behavioural disorders"	"Autism"
"HTR1B"	"Mental and behavioural disorders"	"Bipolar disorder"
"HTR1B"	"Mental and behavioural disorders"	"Major depressive disorder"
